# init omega gamma A f
1.535236701e+00 3.477332519e+00 4.355372613e-02 0.000000000e+00 3.669298723e+00
-1.113376095e+00 1.612478071e+00 1.544217865e-01 0.000000000e+00 4.620928335e+00
1.255428799e+00 5.804689825e-01 2.197799951e-01 0.000000000e+00 3.592183605e+00
6.472174841e-01 4.068127462e+00 2.640322290e-01 0.000000000e+00 4.120043515e+00
-3.200743857e-01 4.084813566e+00 1.759882583e-01 0.000000000e+00 5.648181313e+00
-1.148776988e-01 3.995691349e+00 1.301970179e-01 0.000000000e+00 3.703590219e+00
2.089161770e-01 2.881061726e+00 1.556225084e-01 0.000000000e+00 3.430305066e+00
9.852749469e-01 6.116551569e+00 4.068040097e-01 0.000000000e+00 3.657213059e+00
-2.878637613e-01 2.920883147e+00 3.132070126e-01 0.000000000e+00 5.707639530e+00
-1.337340946e+00 4.305075213e+00 3.030969295e-01 0.000000000e+00 5.992356578e+00
1.231426999e+00 5.049091445e+00 4.588976212e-01 0.000000000e+00 4.938702945e+00
-1.423950609e+00 6.128398561e+00 7.625363953e-02 0.000000000e+00 5.421172863e+00
8.572848920e-01 4.238109235e+00 1.286698889e-01 0.000000000e+00 5.062901238e+00
1.093938543e+00 3.524585097e+00 4.241121165e-01 0.000000000e+00 5.555666800e+00
7.903931000e-01 4.706894665e+00 2.378021288e-01 0.000000000e+00 3.152528962e+00
-6.811056189e-01 5.022490215e-01 3.390686070e-01 0.000000000e+00 5.693261905e+00
-1.549722672e+00 2.561934363e-01 4.886069730e-01 0.000000000e+00 5.729220016e+00
8.684778121e-02 3.840223260e+00 2.060017069e-01 0.000000000e+00 5.222193293e+00
-2.902522577e-01 4.687774919e+00 5.385764708e-02 0.000000000e+00 4.015747778e+00
-4.043502333e-01 5.149149435e+00 7.747045260e-02 0.000000000e+00 5.179349720e+00
-1.456136641e+00 5.282417464e+00 4.559199684e-01 0.000000000e+00 3.963596801e+00
-3.795314553e-02 2.676556806e+00 3.832778571e-02 0.000000000e+00 5.961198716e+00
1.410406583e+00 1.502164928e+00 3.525801241e-01 0.000000000e+00 4.283060196e+00
3.839301972e-01 6.106353736e+00 2.192350788e-02 0.000000000e+00 5.939038855e+00
-2.804311953e-01 1.034445644e+00 2.828111656e-01 0.000000000e+00 4.123811925e+00
-1.083327481e+00 6.132298463e+00 2.906710545e-01 0.000000000e+00 6.200557074e+00
6.042809623e-01 3.423364620e+00 4.079937006e-01 0.000000000e+00 3.882122816e+00
2.422297757e-01 1.910254849e+00 1.014323945e-01 0.000000000e+00 6.009694218e+00
1.312961561e+00 5.282060346e+00 4.638162014e-03 0.000000000e+00 5.765752273e+00
-5.157364740e-01 3.533796577e+00 3.101496826e-01 0.000000000e+00 4.092388341e+00
-2.771792326e-01 5.256299680e+00 1.455903310e-01 0.000000000e+00 4.198289676e+00
-1.021325289e+00 2.503086780e+00 4.189173139e-02 0.000000000e+00 5.309388075e+00
2.014123091e-01 4.965990775e+00 1.272268537e-01 0.000000000e+00 4.580350589e+00
1.564577050e+00 3.053350307e+00 3.577944375e-01 0.000000000e+00 4.890463971e+00
-9.389973113e-01 6.122899061e+00 1.197622588e-01 0.000000000e+00 3.906232382e+00
-1.149829969e+00 3.879515645e+00 1.478758437e-01 0.000000000e+00 4.895623780e+00
-1.128834053e+00 4.529901443e+00 4.016793729e-01 0.000000000e+00 5.057189194e+00
-5.475619123e-01 5.565647318e+00 3.460862328e-01 0.000000000e+00 3.329374716e+00
1.277013032e+00 2.146947063e+00 1.289930141e-01 0.000000000e+00 3.314475311e+00
-5.306511653e-01 4.044273010e+00 2.977175924e-01 0.000000000e+00 4.822194311e+00
-1.267666150e-01 8.066850857e-01 9.057179098e-02 0.000000000e+00 3.465956082e+00
1.395801356e+00 3.851998311e+00 2.034737714e-01 0.000000000e+00 4.919159630e+00
-3.715301503e-01 3.176683346e+00 9.489943316e-02 0.000000000e+00 6.118848427e+00
-2.474224349e-01 4.143776631e+00 3.269140178e-01 0.000000000e+00 4.656974711e+00
1.397402623e+00 4.629671904e+00 5.376413927e-02 0.000000000e+00 3.292685753e+00
-6.922968352e-01 5.966658716e+00 3.967495780e-01 0.000000000e+00 4.366405203e+00
-9.793682978e-01 3.726702038e+00 5.527578232e-02 0.000000000e+00 3.506963352e+00
7.183483166e-01 4.510042011e+00 3.520673997e-01 0.000000000e+00 4.901630363e+00
-2.731352313e-01 5.188855636e-01 1.271153682e-01 0.000000000e+00 5.544479289e+00
2.457642256e-01 3.209673301e+00 3.951407020e-01 0.000000000e+00 6.057714801e+00
1.438439420e+00 2.737421551e+00 4.407376835e-01 0.000000000e+00 5.420962007e+00
8.190268062e-01 3.745207582e+00 2.421665531e-02 0.000000000e+00 4.736801994e+00
-1.428900454e-01 2.701000110e+00 4.972416677e-01 0.000000000e+00 6.070163616e+00
-1.123025257e+00 2.697167309e+00 1.030357386e-01 0.000000000e+00 3.655613235e+00
1.081798748e+00 2.083578334e+00 4.575450533e-01 0.000000000e+00 4.663526930e+00
2.914677995e-01 5.133902992e-01 1.426783995e-01 0.000000000e+00 3.537358428e+00
-1.297513888e+00 1.468117730e+00 3.186252264e-01 0.000000000e+00 3.377261175e+00
1.474174324e+00 5.221496296e+00 4.263191563e-01 0.000000000e+00 6.130042368e+00
-3.541676992e-01 4.794453305e+00 1.546985622e-03 0.000000000e+00 3.498419894e+00
-1.457730877e+00 4.970355208e+00 1.993355124e-01 0.000000000e+00 5.670756791e+00
1.396033806e+00 4.798341150e+00 2.441506787e-01 0.000000000e+00 3.474818514e+00
3.571831879e-01 3.071071086e+00 1.042936202e-01 0.000000000e+00 3.625210743e+00
-1.437919961e-01 2.372206384e+00 6.178162524e-02 0.000000000e+00 4.685177112e+00
-1.316222601e-01 4.965858625e+00 1.826527176e-01 0.000000000e+00 4.778675792e+00
1.425922676e+00 4.729436447e+00 2.972635540e-01 0.000000000e+00 3.384335597e+00
-6.276668751e-01 1.303568361e+00 6.807065822e-02 0.000000000e+00 5.648226313e+00
-4.523810116e-01 8.367995493e-01 3.651778822e-01 0.000000000e+00 4.212714798e+00
-1.096141701e+00 6.096318428e+00 2.625570707e-03 0.000000000e+00 5.190794343e+00
-8.364098163e-01 3.561132043e+00 1.537941647e-01 0.000000000e+00 6.042116406e+00
-1.423868284e+00 3.337183074e+00 4.713002883e-01 0.000000000e+00 4.812822528e+00
-4.756202562e-01 2.980835286e+00 4.818164431e-01 0.000000000e+00 5.740064401e+00
8.970381386e-01 1.719911533e+00 4.891137033e-01 0.000000000e+00 5.881057257e+00
-1.168068322e-01 3.722458294e+00 1.447915620e-01 0.000000000e+00 4.454287634e+00
2.186617519e-02 6.261045959e+00 3.003612413e-01 0.000000000e+00 3.933247761e+00
5.366498074e-01 4.726702889e+00 3.926598551e-01 0.000000000e+00 4.876624355e+00
-1.780392436e-01 3.289629392e+00 3.514738714e-01 0.000000000e+00 5.381434345e+00
-9.316966293e-01 2.424255678e+00 5.051653755e-02 0.000000000e+00 6.121602605e+00
1.227378650e+00 2.173400926e+00 2.076125804e-01 0.000000000e+00 3.442493946e+00
4.265349762e-01 2.952575463e+00 8.613683130e-02 0.000000000e+00 3.339453444e+00
